,circuitId,raceId.x,resultId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time.x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,...1.x,year,round,name.x,date,time.y,url.x,Rainfall,Rainfall2,Air Temp,Track Temp,Wind Speed,...1.y,circuitRef,name.y,location,country,lat,lng,alt,dist.km.,dist.mile.,Turns,Date.Range,Type,url.y,raceId.y,Avg_Speed,Avg_Speed_MPH,Avg_Throttle,TrackType
32,24,1009,24189,844,15,16,8,7,7,7,6,55,90.8,6071171,54,10,01:42.9,194.354,1,996,2018,21,Abu Dhabi Grand Prix,11/25/18,13:10:00,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,Minimal,WET,31.27372263,33.31824818,2.16350365,17,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,5.554,3.451,16,2009-2021,Race,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,1009,92.5,134.3091892,58.91624234,S
33,69,1028,24572,846,1,4,8,7,7,7,6,56,90.8,5726417,44,4,01:38.1,202.365,1,1015,2019,19,United States Grand Prix,11/3/19,19:10:00,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,Dry,DRY,21.47557252,29.08167939,2.553435115,21,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,161,5.514,3.426,20,2012-present,Race,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,1006,93.02,132.5908407,61.57286775,S
34,69,1028,24571,817,4,3,9,6,6,6,8,56,90.4,5726019,28,14,01:40.6,197.354,1,1015,2019,19,United States Grand Prix,11/3/19,19:10:00,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,Dry,DRY,21.47557252,29.08167939,2.553435115,21,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,161,5.514,3.426,20,2012-present,Race,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,1006,93.02,132.5908407,61.57286775,S
35,71,1066,25254,815,9,11,8,9,9,9,2,53,90.1,5531077,45,10,01:39.2,212.193,1,1051,2021,15,Russian Grand Prix,9/26/21,12:00:00,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,Minimal,WET,19.13860759,21.75696203,0.290506329,23,sochi,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,2,5.848,3.634,18,2014-present,Race,http://en.wikipedia.org/wiki/Sochi_Autodrom,1004,92.64666667,141.2074548,62.07379087,M
36,71,1040,24814,842,213,10,9,9,9,9,2,53,89.8,5730130,50,2,01:37.2,216.523,1,1027,2020,10,Russian Grand Prix,9/27/20,11:10:00,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,Dry,DRY,28.80606061,40.34242424,1.428787879,23,sochi,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,2,5.848,3.634,18,2014-present,Race,http://en.wikipedia.org/wiki/Sochi_Autodrom,1004,92.64666667,141.2074548,62.07379087,M
37,24,1047,24953,842,213,10,9,8,8,8,4,55,89.7,5878363,53,15,01:42.5,195.116,1,1034,2020,17,Abu Dhabi Grand Prix,12/13/20,13:10:00,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,Dry,DRY,23.12148148,27.98,2.504444444,17,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,5.554,3.451,16,2009-2021,Race,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,1009,92.5,134.3091892,58.91624234,S
38,13,1022,24452,826,5,26,19,7,7,7,6,44,89.7,5115367,26,7,01:48.1,233.157,1,1009,2019,13,Belgian Grand Prix,9/1/19,13:10:00,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,Dry,DRY,17.4,28.11916667,2.035833333,9,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,7.004,4.352,20,2007-present,Race,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,1001,102.985,152.1308928,62.53343506,F
39,17,1012,24248,842,9,10,6,6,6,6,9,56,89.3,5615657,55,1,01:34.7,207.126,1,999,2019,3,Chinese Grand Prix,4/14/19,6:10:00,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,Dry,DRY,19.32992126,27.33700787,3.315748031,12,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,5.451,3.388,16,2004-present,Race,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,1012,92.2,132.2863341,62.86933316,S
40,71,1066,25253,8,51,7,13,8,8,8,4,53,89.0,5529956,34,16,01:40.3,209.921,1,1051,2021,15,Russian Grand Prix,9/26/21,12:00:00,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,Minimal,WET,19.13860759,21.75696203,0.290506329,23,sochi,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,2,5.848,3.634,18,2014-present,Race,http://en.wikipedia.org/wiki/Sochi_Autodrom,1004,92.64666667,141.2074548,62.07379087,M
41,22,1005,24111,839,10,31,11,9,9,9,2,53,88.1,5325117,50,14,01:34.7,220.821,1,992,2018,17,Japanese Grand Prix,10/7/18,5:10:00,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,Dry,DRY,28.26481481,37.17037037,1.791666667,16,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45,5.807,3.609,18,2003-present,Race,http://en.wikipedia.org/wiki/Suzuka_Circuit,1005,87.95,147.7248437,62.4624204,M
